"id","drug_code","engname","chiname","ingredients","type","shape","color","category","purpose","sideEffect","comment","photo","no_use","extra_buy","licenseNo3","licenseNo6","ATC_code","update_time","HazardousDrug",
"1077","OSWI","Switane 2mg","瑞丹錠","Trihexyphenidyl","錠劑 Tablet","圓扁形 Round","白 White","CN-Neuromuscular System","適應症：帕金森氏症候群Indication:Anticholinergic agent","便秘, 流汗減少, 排尿疼痛, 昏昏欲睡, 口乾, 畏光, 嘔吐
Constipation; sweat less; difficult urination; sleepy; dryness of mouth.","警 語：服藥後，請勿開車或操作危險機械；勿飲酒Precaution:Be careful driving or operating machinery. Avoid alcohol.","Switane.jpg","N","N","fda01","039597","N04AA01","2013-07-24 12:27:58","",
"1078","OTEN5","Tenormin 50mg","天諾敏50","Atenolol","錠劑 Tablet","圓扁形 Round","白 White","CV-Cardiovascular System","適應症:高血壓、狹心症Indication: Hypertension, angina","","警  語:請遵醫師指示按時用藥，勿自行改變劑量、用法或任意停藥Precaution: Follow doctor&#039;s advice. Do not change your dose or schedule.","Tenormin50.jpg","Y","N","","","","2024-07-07 20:49:24","",
"1079","ICLI","Clindamycin inj 300mg/2mL","克林達黴素注射液","Clindamycin","注射劑 Injection","安瓿 Amp","無 Colorless","AI-Anti-infective Agents","適應症:細菌性感染Indication:Bacterial infection","腹痛, 噁心, 嘔吐, 腹瀉, 蕁麻疹
Abdominal pain, nausea, vomiting, diarrhea, urticaria.","警  語:IVdrip濃度小於6 mg/ml，注射時間超過30至60分鐘。
Precautions: Concentrate &lt; 6 mg/mL, IV drip for 30-60min","Clindamycin_ICLI.jpg","Y","N","fda01","033572","J01FF01","2023-08-28 17:04:39","",
"1433","OANP","Anpo 10mg","安寶錠10毫克","Ritodrine","錠劑 Tablet","圓扁形 Round","白 White","UR-Genitourinary System","預防早產、流產之用
Prevention of premature labour","心動過速，噁心，嘔吐，低血壓，肺水腫，低血鉀
Tachycardia, nausea, vomiting, hypotension, pulmonary oedema, hypokalaemia","若有宮縮或破水, 請立即告知醫師
Inform doctor immediately if contractions begin again or ruptured membranes occur.","OANP_20150818145755.jpg","N","N","fda01","037196","G02CA01","2015-08-18 14:57:55","",
"1081","IFLU2","5-FU inj 1000mg/20mL","好復注射液50毫克/毫升","Fluorouracil","注射劑 Injection","小瓶 Vial","無 Colorless","ON-Oncolytic Agents","適應症:為抗腫瘤藥
Indication:Anticarcinoma agent","腹瀉, 噁心, 嘔吐, 掉髮
Diarrhea, nausea &amp; vomiting, alopecia.","警  語:本品為重症治療藥，請依照醫師指示使用
Precaution: Take this medicine exactly as your doctor ordered.","IFLU2_201708290957390000000.jpg","N","N","fda51","058033","L01BC02","2021-07-25 10:30:13","一級危害性",
"1082","OHAL5","Binin-U 5mg","易寧優錠","Haloperidol","錠劑 Tablet","圓扁形 Round","綠 Green","CN-Neuromuscular System","適應症：精神科用藥Indication: Antipsychotic agent.","","警  語:請遵醫師指示按時用藥，勿自行改變劑量、用法或任意停藥Precaution: Follow doctor&#039;s advice. Do not change your dose or schedule.","Binin-U.jpg","Y","N","","","","2024-07-07 20:46:45","",
"1083","ETIM5","Timoptol 0.5% 5mL","青眼露滅菌眼藥水","Timolol","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","OP-Ophthalmic Preparations","適應症:青光眼Indication:Glucoma","暫時視力模糊, 灼熱刺痛感, 角膜感染
Transient blurred vision, burning & stinging, conjunctival infection","警  語:若有氣喘或痙攣性氣管炎時，應小心使用本藥Precaution:Should not use this medicine if patient has asthma that is not well-controlled.","ETIM5_20200619104739_1.jpg","N","N","fda02","019259","S01ED01","2020-06-19 10:47:39","",
"1084","ETEA","Tears Naturale 15mL","淚然點眼液","Dextran 70 + Hydromellose","外用 Topical Form","罐(瓶)裝 Bottle","無 Colorless","OP-Ophthalmic Preparations","適應症: 眼睛乾澀
Indication: Eye dryness.","偶而眼睛紅腫, 灼熱, 刺痛感
Occasionally ocular redness, swelling, burning sensation, pain, stinging.","警  語: 連續使用三天症狀仍未解除即應停藥
Precaution: Discontinue if symptoms are not resolved after continuous administration of 3 days.","ETEA_20210702095305_1.jpg","Y","N","fda02","017091","S01XA20","2023-10-23 13:54:20","",
"1085","IOCI","Ocillina inj 500mg","歐西林鈉乾粉注射劑","Oxacillin","注射劑 Injection","小瓶 Vial","無 Colorless","AI-Anti-infective Agents","適應症:細菌性感染。Indication: Antibiotic for infection.","發熱, 潮紅, 腹瀉, 噁心
Fever; rash; diarrhea, nausea","警  語: 若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師。Precaution:Report to doctor, if any severe hypersensitivity or skin rash occur.","Ocillina.jpg","N","N","fda01","049000","J01CF04","2013-06-09 15:09:59","",
"1086","OGEN5","Genbou 50mg","健復膜衣錠","Fluvoxamine","錠劑 Tablet","圓扁形 Round","白 White","CN-Neuromuscular System","適應症:情緒性症狀(持續性情緒低落、精神功能傷害、精神異常)。Indication: Mental depressive, obsessive-compulsive symptoms","","警 語：整粒吞服，勿嚼碎；服藥後，請小心開車或操作危險機械。Precaution:Swallow whole, do not chew. Be careful driving or operating machines.","Genbou.jpg","Y","N","","","","2013-07-25 12:36:39","",
"1087","IPERG","Pergoveris 150 IU/75 IU","倍孕力凍晶注射劑","FSH 150IU + LH 75IU","注射劑 Injection","小瓶 Vial","無 Colorless","HR-Hormones","適應症:為不孕症用藥。Indication:ovulation stimulants.","腹水, 胸部積水, 寡尿, 低血壓, 血栓
Ascites, hydrothorax, oliguria, hypotension, thromboembolism","警 語:藥品使用期間可能暫有噁心、嘔吐或暈眩現象。Precaution:May cause nausea, vomiting or dizziness temporarily .","Pergoveris.jpg","Y","N","fda10","000915","G03GA02","2024-07-07 20:53:46","",
"1088","OVIR3","Viread 300mg","惠立妥","Tenofovir","錠劑 Tablet","卵形 Oval","淡藍 Light Blue","AI-Anti-infective Agents","適應症：慢性B型肝炎或合併使用HIV感染治療。Indication:Treatment of HIV-1 infection in combination with other antiretrovirals. Chronic hepatitis B.","無力, 頭痛, 腹痛, 背痛, 胸痛
Asthenia, pain, headache, abdominal pain, back pain, chest pain, fever; diarrhea","警語：可能出現乳酸性酸中毒。Precaution:May appear lactic acidosis.","Viread.jpg","N","N","fda02","024690","J05AF07","2013-07-25 15:01:18","",
"1089","OZYPZ","ZYPREXA Zydis 5mg","津普速","Olanzapine","錠劑 Tablet","圓扁形 Round","黃 Yellow","CN-Neuromuscular System","適應症:思覺失調症, 雙極性疾患之躁症發作。
Treatment of psychotic symptoms","睏倦, 體重增加, 暈眩, 靜坐不能, 食慾增加
Somnolence, weight gain, dizziness, akathisia, increased appetite","警 語：用藥後可能發生頭暈，勿飲酒。Precaution:May induce dizziness or drowsiness. Avoid drinking alcohol while taking medication.","Zyprexa_Zydis.jpg","Y","N","fda02","023913","N05AH03","2024-07-07 20:29:58","",
"1090","OGLUF","GluFAST 10mg","快如妥錠","Mitiglinide","錠劑 Tablet","橢圓形 Elliptic","白 White","ME-Metabolic and Endocrine System","適應症:糖尿病。Indication: Treatment of type 2 diabetes.","低血糖, 體重增加, 水腫, 腹脹, 便秘
Hypoglycemic symptoms, weight increase, edema, abdominal distension, constipation","警  語:可能引起低血糖症狀(視力模糊、冒冷汗)Precaution:May cause low blood sugar (blurred vision, cold sweats).","Glufast.JPG","Y","N","fda01","052337","A10BX08","2024-07-07 20:17:50","",
"1094","OLIN","Lindacin 150mg","利達信黴素","Clindamycin","硬膠囊 Hard Cap.","膠囊形 Capsule","紅.紫 Red.Purple","AI-Anti-infective Agents","適應症:細菌性感染Indication:Antibiotic for infection.","腸胃機能障礙, 過敏反應, 皮膚癢
GI disturbances, hypersensitivity reactions, pruritus","使用本藥若有造成胃腸不適, 可與食物併服並多補充水分If have stomach upset, take with meals and increase water intake.","Lindacin.jpg","N","N","fda01","043991","J01FF01","2013-07-25 16:31:57","",
"1095","ISOBI","NaHCO3 (Rolikan) 7% inj 20mL","樂麗康注射液 (碳酸氫鈉)","Sodium Bicarbonate","注射劑 Injection","安瓿 Amp","","NU-Nutrition","酸性中毒疾患
Metabolic acidosis.","代謝性鹼中毒, 情緒改變, 疲倦, 呼吸短促
Metabolic alkalosis; mood changes, tiredness, shortness of breath","注意事項：若藥液有不澄清、變色、異物或其他異常現象時，請勿使用。 
Precaution: Parenteral drug products should be inspected visually for particulate matter and discoloration prior to administration","Sod. Bicarbonate-ISOBI.jpg","N","N","fda01","027456","B05XA02","2024-07-07 20:54:05","",
"1096","IPROG","Progesterone inj 25mg/1mL","黃體素注射液","Progesterone","注射劑 Injection","安瓿 Amp","無 Colorless","HR-Hormones","黃體素補充治療
Irregular menstruation.","經期改變, 噁心, 疲倦, 抑鬱, 青春痘
Altered menstrual cycles; nausea; fatigue, depression; acne","警  語:本品應以肌肉注射 (IM) 方式投與
Precaution: For IM use only","Progestone_IPROG.jpg","N","N","fda01","002657","G03DA04","2021-07-25 10:48:02","二級危害性",
"1097","EGENT","Gentamicin eye drops 0.3% 5mL","見大黴素點眼液","Gentamicin","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","OP-Ophthalmic Preparations","眼睛發炎等症狀，具殺菌作用。
Ocular bacterial infectious disease.","眼睛灼熱感或腫脹感
Eye burning or stinging.","警  語: 若發生嚴重過敏或發疹等不適症狀，應即停藥並告知醫師。
Precaution:Report to doctor, if any severe hypersensitivity or skin rash occur.","EGENT_20220209152318_1.jpg","N","N","fda01","022198","S01AA11","2024-06-28 10:49:36","",
"1098","EKIN1","Kintropine 0.125% 10mL","0.125%舒視平點眼液","Atropine","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","OP-Ophthalmic Preparations","適應症:散瞳劑
Indication: dilate the pupil of the eye.","視線模糊, 對光有敏感性
Blurred vision, sensitivity to light","警語:應避免開車或需要視覺性的工作Precaution:Make sure your vision is clear before you drive, use machines.","Kintropin0.125.jpg","Y","N","fda01","049016","S01FA01","2024-07-07 19:38:59","",
"1099","EKIN2","KINTROPINE 0.25% 10mL","0.25%舒視平點眼液","Atropine","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","OP-Ophthalmic Preparations","適應症:散瞳劑
Indication:Dilate the pupil of the eye.","視線模糊, 對光有敏感性
Blurred vision, sensitivity to light","警語:應避免開車或需要視覺性的工作Precaution:Make sure your vision is clear before you drive, use machines.","Kintropin0.25.jpg","Y","N","fda01","049186","S01FA01","2024-07-07 19:39:05","",
"1100","IGLUB","Glucal Black inj 4.5mEq/5mL","黑葡萄糖鈣","Ca Gluconate+ Glucoheptonate+ Lactobionate+ Saccha","注射劑 Injection","安瓿 Amp","無 Colorless","NU-Nutrition","適應症:鈣離子不足Indication:Ca deficiency","Hypercalcemia, arrhythmia, hypotension
高血鈣，心律不整，低血壓","警  語:IV投予時速率不可超過 0.5 ~ 2mL/min。
Precaution: IV rate &lt; 0.5 ~ 2mL/min","Glucal Black inj  20130903.jpg","Y","N","fda01","005603","A12AA20","2024-07-07 20:52:42","",
"1101","IDIAG","Diagnogreen inj 25mg","循血綠注射劑","Indocyanine Green","注射劑 Injection","小瓶 Vial","無 Colorless","ZOTH-Other Category","適應症:肝臟循環機能診斷用藥
Indication:Assessment of hepatic function, cardiac output .","蕁麻疹, 皮膚搔癢, 頭痛, 糞便變色, 出汗
Urticaria, pruritus, headache, discolouration of faeces, diaphoresis.","警語:本產品含有碘, 可能引發碘過敏Caution in patients with iodide allergy as commercial prep may contain sodium iodide.","IDIAG_201803011146010000007.jpg","N","N","fda02","018254","V04CX01","2024-07-07 20:52:28","",
"1102","IASI","Asiphylline inj 250mg/10mL","心安寧注射液","Aminophylline","注射劑 Injection","安瓿 Amp","無 Colorless","RE-Respiratory System","支氣管氣喘及支氣管痙攣
Relaxation of bronchial smooth muscle","心灼熱, 心跳過快, 頭痛, 排尿增加
Heartburn, fast heartbeat, headache, increased urination","警  語:應視其年齡、體重及症況予以適當之劑量，並留意觀察
Caution:Should consider age, weight and disease state to modify dosage.","IASI_20231128102745_1.jpg","N","N","fda12","009994","R03DA05","2023-11-28 10:27:45","",
"1103","OEPI","Epilon","胃必朗","Scopolam + Dicyclomine + Chlordiazepoxide","錠劑 Tablet","圓扁形 Round","綠 Green","GI-Gastrointestinal and Hepatobiliary System","適應症:胃、十二指腸潰瘍、胃痛、胃痙攣、胃炎

Indication:Antacid plus antispasmodic &amp; sedative.","口乾、昏昏欲睡、皮膚或喉嚨(鼻腔)乾燥、便秘
Dry mouth, drowsiness, dryness of nose, throat or skin, constipation","警  語:可能會造成嗜睡或暈眩, 開車或操作危險機器請小心

Caution:May make you dizzy; use caution  while driving or operating machinery.","Epilon.png","Y","N","fda01","003703","A02AD,N05BA02,A03BB01","2024-07-07 20:56:20","",
"1104","OBIOT","Biotase","妙化錠","Biodiastase + Lipase + Newlase","錠劑 Tablet","圓扁形 Round","淡褐色 Light Brown","GI-Gastrointestinal and Hepatobiliary System","適應症:幫助消化Indication:Help digestion","高劑量下可能引起噁心、腹部疼痛或下痢
High dose may cause nausea, abdomen pain or diarrhea","警  語: 若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師Caution:Report to doctor, if any severe hypersensitivity or skin rash occur.","Biotase.jpg","Y","N","fda01","012876","A09AA01,A09AA02","2024-07-07 20:55:27","",
"1105","OTED","Tedalin 100mg Chewable","鐵達寧咀嚼錠","Fe (III) Hydroxide Polymaltose Complex","錠劑 Tablet","圓扁形 Round","黑褐色 Dark Brown","NU-Nutrition","預防及治療鐵質缺乏症
Fe-deficiency anemia.","偶會有胃飽脹感, 噁心, 便秘或下痢
GI irritation, nausea, constipation, diarrhea.","警 語:本藥品可能讓糞便呈黑色
請勿與牛奶及制酸劑併服
Caution:This medicine may cause black stool.
Avoid taking with milk or antacid.","OTED_20230110151827_1.jpg","N","N","fda01","046166","B03AB04","2024-07-07 20:58:05","",
"1106","ESERT","Seretide 250 Accuhaler","使肺泰250準納乾粉吸入劑","Salmeterol + Fluticasone","吸入 Inhalation","盒 Box","紫 Purple","RE-Respiratory System","可逆性呼吸道阻塞之常規性治療，包括兒童與成人的氣喘。Asthma, chronic bronchitis.","口乾, 口內白斑, 聲音沙啞, 喉嚨痛, 肌肉疼痛, 顫抖
Dry mouth, white patches inside mouth, hoarseness, sore throat, muscle pain","警  語:吸入劑，使用後宜漱口Caution:For inhalation only. Gargle after using.","Seretide250Accuhar_ESERT.jpg","Y","N","fda02","023203","R03AH,R03BA05,R03AC12","2024-07-07 20:51:35","",
"1107","IPRO6","Prolia inj 60mg","保骼麗注射液","Denosumab","注射劑 Injection","針筒 Syringe","無 Colorless","ME-Metabolic and Endocrine System","治療有骨折高風險性之停經後婦女骨質疏鬆症。
治療有高度骨折風險之骨質疏鬆症男性患者，以增加骨量。
治療因為非轉移性攝護腺癌而進行雄性荷爾蒙抑制治療且具高度骨折風險之男性患者的骨質流失現象。 
治療糖皮質類固醇引起的骨質疏鬆症。
Treatment of osteoporosis in postmenopausal women with high risk of fracture.
Treatment of osteoporosis in men with a high risk of fracture to increase bone mass.
Treatment of bone loss in male patients with high risk of fractures due to non-metastatic prostate cancer.
Treatment of osteoporosis caused by glucocorticosteroids.","皮膚紅疹,背痛,四肢疼痛,骨骼肌肉疼痛,高膽固醇血症,膀胱炎
Urticaria, back pain,limb pain,musculoskeletal pain,hypercholesterolemia","警 語:
1.在使用Prolia治療期間應維持良好的口腔衛生 
2.如果大腿、髖部或腹股溝出現新的或異常的疼痛現象，應立即向醫師通報。
3.請置於攝氏 2-8 度冰箱冷藏
4.有生育能力的婦女應在治療期間和最後一次用藥後五個月內採取有效的避孕措施。
Caution:
1. Good oral hygiene should be maintained during treatment. 
2. Report new or unusual thigh, hip, or groin pain to your doctor.
3. Store in a refrigerator (2-8°C).
4. Women with fertility should take effective contraceptive measures during the treatment period and in five months after the last dose of the drug.","IPRO6_202201040452310000004.jpg","N","N","fda10","000918","M05BX04","2022-01-04 16:52:31","",
"1108","EBUT","Butaro Nasal Spray 10mg/mL, 2.5mL","全妥噴鼻液","Butorphanol","鼻噴劑 Nasal Spray","罐(瓶)裝 Bot","無 Colorless","CN-Neuromuscular System","使用鴉片類止痛劑治療的疼痛。Management of pain.","嗜睡, 頭暈, 噁心, 嘔吐, 鼻塞, 失眠
Somnolence, dizziness, nausea, vomiting, nasal congestion, insomnia.","警 語:1.長期持續使用，可能會產生生理性依賴耐受性 (四級管制藥)2.每次給藥需間隔4小時，每日勿超過12噴
Precaution:1.Tolerance or drug dependence may result from prolonged use. (Schedule 4 Controlled Drug)2. Repeat every 3 to 4 hr as needed, don&#039;t use more than 12 sprays in 24 hours
使用藥物後至少一小時內不應駕駛或操作危險的機械。
Avoid driving or operating machinery for at least 1 hour after using medication.","Butaro.jpg","N","N","fda01","046641","N02AF01","2024-07-07 20:50:39","",
"1109","OFLUC","Flucil 100mg/PK","福喜顆粒","Acetylcysteine","粉 Powder","包 Pack","無 Colorless","RE-Respiratory System","化痰(減少呼吸道粘膜分泌物的粘稠性)。
Mucolytics.","口炎, 噁心, 嘔吐, 發燒, 發冷, 支氣管收縮
Stomatitis, nausea, vomiting; fever, chills, bronchospasm.","警  語:請配合充分開水服用, 並增加水分的攝取Caution:Drink plenty of fluids while taking the medicine.","Flucil-OFLUC.jpg","Y","N","fda01","032323","R05CB01","2021-10-25 17:00:44","",
"1110","EEXEP","Exelon Patch 5","憶思能穿皮貼片5","Rivastigmine","貼片 Transdermal patch","片 Patch","無 Colorless","CN-Neuromuscular System","阿滋海默氏病之失智症。
Mild to moderate Alzheimer&#039;s disease.","噁心、嘔吐、腹瀉、腹痛、喪失食慾
Nausea, vomiting, diarrhea, abdominal pain, loss of appetite","警 語:相同的部位在14天內不可重覆粘貼
Caution:The same site should not be used within 14 days.","EEXEP_202303140351200000001.jpg","N","N","fda02","025234","N06DA03","2024-06-20 09:23:40","",
"1111","OMETR","Metrozole 250mg","妳樂淨","Metronidazole","錠劑 Tablet","圓扁形 Round","白 White","AI-Anti-infective Agents","微生物感染。Antibiotic for infection.","腹瀉, 頭暈, 胃痛, 解黑便
Diarrhea, dizziness, stomach pain or cramps, black or tarry stool","用藥期間應避免飲用含酒精飲料。
Avoid alcohol while taking medication.
禁止使用於患有柯凱因氏症候群（Cockayne syndrome）的病人，因可能會產生嚴重肝毒性或急性肝衰竭。
Prohibited for use in patients with Cockayne syndrome, as it may cause severe hepatotoxicity or acute liver failure.","OMETR_20250602092118_1.jpg","N","N","fda12","001811","P01AB01","2025-06-02 09:21:18","",
"1112","OREQ","ReQuip PD 2mg PR","力必平","Ropinirole","持續性藥效錠/XL Tab","橢圓形 Elliptic","粉紅 Pink","CN-Neuromuscular System","帕金森氏症。Symptoms of Parkinson&#039;s disease.","意識混淆, 頭暈, 昏昏欲睡, 噁心, 幻覺
Confusion, dizzy, nausea, hallucinations","警  語:應整粒吞服，切勿咬嚼或壓碎Caution:Swallow the tablet whole. Do not crush, break or chew.","Requip PD-OREQ.jpg","Y","N","fda02","025118","N04BC04","2021-05-23 10:46:04","",
"1113","OGLI3","Gliclax SR 30mg","糖立清","Gliclazide","錠劑 Tablet","橢圓形 Elliptic","白 White","ME-Metabolic and Endocrine System","第二型糖尿病。Treatment of type 2 diabetes.","低血糖症狀(視力模糊, 冒冷汗, 膚色蒼白, 嗜睡)
low blood sugar (blurred vision, cold sweats, cool pale skin, sleepy)","警 語:勿飲酒及吸煙Caution:Avoid alcohol and smoking.","Gliclax.png","Y","N","fda01","049466","A10BB09","2014-12-18 10:22:19","",
"1114","OURI2","Urief 4mg","優列扶","Silodosin","錠劑 Tablet","橢圓形 Elliptic","白 White","UR-Genitourinary System","前列腺肥大症所伴隨的排尿障礙
Benign prostatic hyperplasia","口渴, 下痢, 起立時頭暈, 鼻塞, 頭痛
Dry mouth, diarrhea, postural hypotension, nasal congestion, headache","警 語:定期監測血壓。開車或操作機械須小心。
Caution:Monitor BP regularly. May affect ability to drive or operate machinery.","OURI2_20181022104219_1.jpg","Y","N","fda51","058838","G04CA04","2024-07-07 20:49:34","",
"1115","LAMO6","Amolin 25mg/mL, 60mL suspension","萬博黴素懸液用粉","Amoxicillin","懸液劑 Suspension","罐(瓶)裝 Bot","無 Colorless","AI-Anti-infective Agents","細菌性感染。Antibiotic for   treatment of infection.","輕微腹瀉, 頭痛
Diarrhea (mild), hedache","警  語:請於加入冷開水調勻至60mL後冷藏儲存，且使用前請先搖勻。Precaution:Add cold water and shake well to prepare a 60mL suspension before using.","Amolin_susp.jpg","Y","N","fda01","036160","J01CA04","2022-11-22 14:15:10","",
"1118","OEM125","EMEND 125mg","止敏吐","Aprepitant","硬膠囊 Hard Cap.","膠囊形 Capsule","粉紅.白 Pink.White","CN-Neuromuscular System","預防化療引起的急慢性噁心嘔吐。Prevention of acute &amp; delayed nausea &amp; vomiting associated with initial &amp; repeat courses of highly &amp; moderately emetogenic cancer chemotherapy.","打嗝,虛弱, 疲勞, ALT值增加, 便祕, 頭痛, 厭食
Hiccups, asthenia/fatigue, ALT increased, constipation, headache, anorexia.","警  語:偶有輕微頭痛、便秘等不適情形。Precaution:May cause mild headache, constipation.","OEM125_20180621090547_1.jpg","Y","N","fda02","023986","A04AD12","2023-07-05 18:32:00","",
"1119","IFEB","Fe-Back inj 2%, 5mL","鐵補注射液","Ferric-Hydroxide-Sucrose Complex","注射劑 Injection","小瓶 Vial","","NU-Nutrition","失血、貧血或鐵質缺乏
Treatment of iron deficient anemia","過敏反應、低血壓、頭痛
Anaphylactoid reactions, hypotension, headache","警  語:本品需置於避光陰涼乾燥處
Precaution:Store at room temperature, away from heat, moisture, and direct light.
1.本藥品需緩慢靜脈注射，建議速率：1毫升/分鐘，單次注射不要超過10毫升。初次使用前應先用測試劑量1毫升，觀察15分鐘，確定無任何不良反應。
2. 靜脈滴注建議使用0.9%生理食鹽水稀釋。5毫升Fe-Back inj 2%稀釋成100毫升，以大約15分鐘時間滴注。","Fe-Back.jpg","N","N","fda01","045362","B03AC02","2024-07-07 20:52:39","",
"1120","IPRE0","Prevenar (北市提供,13價肺炎) 0.5mL/dose","沛兒肺炎鏈球菌13價結合型疫苗","Pneumococcal Vaccine Polyvalent","注射劑 Injection","針筒 Syringe","白 White","IM-Allergy and Immune System","十三價肺炎鏈球菌疫苗。
Pneumococcal conjugate vaccine (13 valent).","注射部位疼痛、紅斑、腫脹，肌肉疼痛。
Injection site pain, erythema/swelling at injection site, myalgia.","警 語: 領取疫苗後，請立即至注射室依指示使用。
Precaution: After receiving the vaccine, please go to the injection room immediately.","IPRE0_20230928165049_1.jpg","Y","N","fda10","000906","J07AL02","2024-07-07 20:53:55","",
"1121","EALC1","75% Alcohol 10mL/bot","75% 酒精(限外用)","Alcohol","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","DE-Dermatologicals","消毒殺菌。Antiseptics & disinfectants.","","外用藥品, 請局部使用, 勿接觸眼睛或誤服Caution:For external use. Avoid contact with the eyes or oral consumption.","","Y","N","","","","","",
"1122","OZYV","Zyvox 600mg","采福適","Linezolid","錠劑 Tablet","橢圓形 Elliptic","白 White","AI-Anti-infective Agents","細菌性感染。
Antimicrobial agent","腹瀉, 頭痛, 噁心
Diarrhea, headache, nausea.","警語：1. 服藥期間避免食用含大量酪胺酸的食物。 2. 治療超過兩星期以上, 應監測血小板數目
Caution: 1. Avoid tyramine-containing foods 2. Monitor platelet function in those require more than 2 weeks therapy","OZYV_20211014144359_1.jpg","N","Y","fda02","023181","J01XX08","2023-07-05 18:27:21","",
"1123","LCENZ","CenZoft solution 60mL,20mg/mL","聖憂復 液","Sertraline","口服液劑 Oral Liq.","罐(瓶)裝 Bot","無 Colorless","CN-Neuromuscular System","鬱症,強迫症,恐慌症,經前不悅症,創傷後壓力症候群。Treat mental depressive, relieve fearful feeling","適應症: 鬱症、強迫症、恐慌症、創傷後壓力症候群、社交恐懼症及經前不悅症。
Indication: Treat mental depressive, relieve fearful feeling","警 語:服藥後可能發生短暫性暈眩,勿飲酒Precaution:May cause temporary dizziness. Avoid taking with alcohol.","Cenzoft.jpg","Y","N","fda01","048686","N06AB06","2024-07-07 20:44:37","",
"1124","EEFE","Efemoline eye drops 0.1%, 5mL","益目寧眼用懸浮液","Fluorometholone + Tetryzoline","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","OP-Ophthalmic Preparations","主治眼膜炎, 結膜炎等。Conjunctivitis, keratitis.","","警  語: 若發生嚴重過敏或發疹等不適症狀，應即停藥並請教醫師Caution:Report to doctor, if any severe hypersensitivity or skin rash occur.","Efemoline.jpg","Y","N","","","","","",
"1125","ILIS","Licef-A 1gm inj","利復甲注射劑","Cephradine","注射劑 Injection","小瓶 Vial","無 Colorless","AI-Anti-infective Agents","細菌性感染。Antibacterial agent.","","警  語:請遵照醫師指示使用，若發生過敏現象請與醫師聯絡Caution:Follow doctor's advice. Check with doctor if you notice any allergic symptoms.","Licef-A.jpg","Y","N","","","","2013-05-15 15:03:48","",
"1126","OSALA","Salagen 5mg","舒樂津","Pilocarpine","錠劑 Tablet","圓扁形 Round","白 White","CN-Neuromuscular System","治療因頭頸癌放療後造成唾腺功能降低而引起的口乾症。治療修格蘭氏症引起的口乾症
Treatment of symptoms of dry mouth in patients with Sjogren&#039;s syndrome.","出汗, 噁心, 腹瀉, 寒顫, 潮紅, 頻尿
Sweating, nausea, diarrhea, chills, flushing, urinary frequency.","警語:此藥品會干擾視覺, 晚上可能會影響行車安全。Precaution:Make sure your vision is clear before you drive at night.","OSALA_20240719132200_1.jpg","N","N","fda02","023548","N07AX01","2024-07-19 13:22:00","",
"1127","OARH","Arheuma 20mg","雅努麻","Leflunomide","錠劑 Tablet","三角形 Triangle","白 White","IM-Allergy and Immune System","治療成人類風濕性關節炎，並可能減緩類風濕病程對關節所造成之結構性損害(即屬於DMARD disease modifying antirheumatic drug)。治療具活動性的成人乾癬性關節炎。
Treatment of RA &amp; psoriatic arthritis in adult.","血壓上升, 腸胃機能障礙, 厭食, 口腔黏膜病變, 體重減輕
Increase in BP; GI disturbances, anorexia, oral mucosal disorders, weight loss.","警  語:懷孕、授乳的婦女不可使用本品Precaution:Not recommended during pregnancy or breastfeeding.","Arheuma.jpg","Y","N","fda01","045971","L04AA13","2024-06-20 09:29:25","",
"1128","OSINE","Sinequan 25mg","神寧健","Doxepin","硬膠囊 Hard Cap.","膠囊形 Capsule","粉紅.藍 Pink.Blue","CN-Neuromuscular System","焦慮狀態, 憂鬱症, 皮膚搔癢。Anxiety or depression, pruritus.","口乾, 複視, 便秘, 嗜睡, 困惑
Dry mouth, blurred vision, constipation, drowsiness, confusion.","警語:服藥後, 可能發生短暫性暈眩; 勿飲酒Precaution:May cause temporary dizziness. Avoid taking with alcohol.","OSINE_20140606112605.jpg","Y","N","fda02","021159","N06AA12","2016-01-06 12:26:12","",
"1129","OCEPH","Cephalexin 250mg","信保欣膠囊250毫克","Cephalexin","硬膠囊 Hard Cap.","膠囊形 Capsule","綠.白 Green.White","AI-Anti-infective Agents","細菌性感染。Antibiotic for infection.","輕度腹瀉, 過敏性反應
Diarrhea ( mild ),anaphylaxis.","警語:請遵指示服完整個療程, 若發生用藥不良反應請告知醫生Precaution:Follow doctor&#039;s advice. Check with doctor if you notice any side effects.","OCEPH_202408231232470000006.jpg","N","N","fda01","006747","J01DB01","2024-08-23 12:32:47","",
"1130","OFOL5","Folacin FC 5mg(自費)","葉酸膜衣錠","Folic Acid","錠劑 Tablet","圓扁形 Round","黃 Yellow","NU-Nutrition","葉酸補充劑。Treatment of folic acid deficiency.","大劑量會引起腸胃不適
GI complaints at high doses.","警語:請遵照醫師指示使用, 若發生疑似藥物不良反應請告知醫生Precaution:Follow doctor&#039;s advice. Check with doctor if you notice any side effects.","Folacin.jpg","N","N","fda01","034670","B03BB01","2024-07-07 20:56:27","",
